gene_id	gene_name	gene_type	bp_length
ENSG00000270316.1	BORCS7-ASMT	protein_coding	2670
ENSG00000214435.7	AS3MT	protein_coding	2404
ENSG00000148842.17	CNNM2	protein_coding	16324
ENSG00000076685.18	NT5C2	protein_coding	5156
ENSG00000235376.5	RPEL1	protein_coding	2130
ENSG00000148798.10	INA	protein_coding	3231
ENSG00000156374.14	PCGF6	protein_coding	2613
ENSG00000148835.10	TAF5	protein_coding	3268
ENSG00000173915.14	USMG5	protein_coding	898
ENSG00000148843.13	PDCD11	protein_coding	7382
ENSG00000138172.10	CALHM2	protein_coding	3108
ENSG00000185933.6	CALHM1	protein_coding	3053
ENSG00000183128.7	CALHM3	protein_coding	1652
ENSG00000107954.10	NEURL1	protein_coding	4961
ENSG00000107957.16	SH3PXD2A	protein_coding	11756
ENSG00000107960.10	STN1	protein_coding	1617
ENSG00000065613.13	SLK	protein_coding	7974
ENSG00000065618.18	COL17A1	protein_coding	6426
ENSG00000156384.14	SFR1	protein_coding	1812
ENSG00000197748.12	CFAP43	protein_coding	7184
ENSG00000148834.12	GSTO1	protein_coding	1691
ENSG00000065621.14	GSTO2	protein_coding	9921
ENSG00000148841.15	ITPRIP	protein_coding	7026
ENSG00000120051.14	CFAP58	protein_coding	3548
ENSG00000156395.12	SORCS3	protein_coding	5764
ENSG00000108018.15	SORCS1	protein_coding	9964
ENSG00000108039.17	XPNPEP1	protein_coding	6691
ENSG00000148700.14	ADD3	protein_coding	6541
ENSG00000119950.20	MXI1	protein_coding	4607
ENSG00000119953.12	SMNDC1	protein_coding	5417
ENSG00000138166.5	DUSP5	protein_coding	2615
ENSG00000108055.9	SMC3	protein_coding	4275
ENSG00000203867.7	RBM20	protein_coding	8162
ENSG00000150593.17	PDCD4	protein_coding	4547
ENSG00000214413.7	BBIP1	protein_coding	8075
ENSG00000108061.11	SHOC2	protein_coding	4429
ENSG00000150594.6	ADRA2A	protein_coding	3745
ENSG00000119927.13	GPAM	protein_coding	9808
ENSG00000197142.10	ACSL5	protein_coding	4236
ENSG00000023041.11	ZDHHC6	protein_coding	3748
ENSG00000151532.13	VTI1A	protein_coding	8408
ENSG00000148737.16	TCF7L2	protein_coding	6736
ENSG00000148702.14	HABP2	protein_coding	3657
ENSG00000197893.13	NRAP	protein_coding	5724
ENSG00000165806.19	CASP7	protein_coding	3528
ENSG00000148735.14	PLEKHS1	protein_coding	5402
ENSG00000198924.7	DCLRE1A	protein_coding	4600
ENSG00000196865.4	NHLRC2	protein_coding	11223
ENSG00000043591.5	ADRB1	protein_coding	2853
ENSG00000165813.18	CCDC186	protein_coding	8991
ENSG00000095627.9	TDRD1	protein_coding	5256
ENSG00000165816.12	VWA2	protein_coding	3301
ENSG00000169129.14	AFAP1L2	protein_coding	5789
ENSG00000099204.18	ABLIM1	protein_coding	9871
ENSG00000151553.14	FAM160B1	protein_coding	6216
ENSG00000165832.5	TRUB1	protein_coding	3601
ENSG00000107518.16	ATRNL1	protein_coding	9824
ENSG00000151892.14	GFRA1	protein_coding	9678
ENSG00000203837.4	PNLIPRP3	protein_coding	2354
ENSG00000175535.6	PNLIP	protein_coding	1539
ENSG00000165863.16	C10orf82	protein_coding	2411
ENSG00000165868.13	HSPA12A	protein_coding	7018
ENSG00000188316.13	ENO4	protein_coding	3164
ENSG00000187164.19	SHTN1	protein_coding	8247
ENSG00000148704.12	VAX1	protein_coding	5788
ENSG00000165646.11	SLC18A2	protein_coding	4125
ENSG00000165650.11	PDZD8	protein_coding	9881
ENSG00000170370.11	EMX2	protein_coding	3262
ENSG00000107560.10	RAB11FIP2	protein_coding	6169
ENSG00000165669.13	FAM204A	protein_coding	15018
ENSG00000119973.5	PRLHR	protein_coding	5565
ENSG00000151893.14	CACUL1	protein_coding	12406
ENSG00000188613.6	NANOS1	protein_coding	4017
ENSG00000107581.12	EIF3A	protein_coding	7101
ENSG00000119979.16	FAM45A	protein_coding	6161
ENSG00000183605.16	SFXN4	protein_coding	1868
ENSG00000165672.6	PRDX3	protein_coding	3417
ENSG00000198873.11	GRK5	protein_coding	7000
ENSG00000148908.14	RGS10	protein_coding	1252
ENSG00000151923.17	TIAL1	protein_coding	7355
ENSG00000151929.9	BAG3	protein_coding	2747
ENSG00000198825.12	INPP5F	protein_coding	6399
ENSG00000197771.12	MCMBP	protein_coding	6000
ENSG00000107651.12	SEC23IP	protein_coding	7867
ENSG00000203805.10	PLPP4	protein_coding	1785
ENSG00000120008.15	WDR11	protein_coding	10837
ENSG00000066468.22	FGFR2	protein_coding	7578
ENSG00000107669.17	ATE1	protein_coding	5720
ENSG00000107672.14	NSMCE4A	protein_coding	3546
ENSG00000138162.18	TACC2	protein_coding	18844
ENSG00000138152.8	BTBD16	protein_coding	2406
ENSG00000107679.14	PLEKHA1	protein_coding	23986
ENSG00000166033.11	HTRA1	protein_coding	2120
ENSG00000187908.16	DMBT1	protein_coding	8073
ENSG00000138161.13	CUZD1	protein_coding	3464
ENSG00000213185.6	FAM24B	protein_coding	1177
ENSG00000119965.12	C10orf88	protein_coding	3173
ENSG00000179988.13	PSTK	protein_coding	6118
ENSG00000095574.11	IKZF5	protein_coding	4934
ENSG00000196177.12	ACADSB	protein_coding	6255
ENSG00000188620.9	HMX3	protein_coding	1173
ENSG00000188816.3	HMX2	protein_coding	1628
ENSG00000154473.17	BUB3	protein_coding	8300
ENSG00000154478.3	GPR26	protein_coding	7514
ENSG00000121898.12	CPXM2	protein_coding	4859
ENSG00000182022.17	CHST15	protein_coding	6554
ENSG00000065154.11	OAT	protein_coding	3388
ENSG00000229544.8	NKX1-2	protein_coding	3364
ENSG00000107902.13	LHPP	protein_coding	4064
ENSG00000189319.13	FAM53B	protein_coding	6424
ENSG00000258539.1	RP11-12J10.3	protein_coding	3422
ENSG00000203791.14	METTL10	protein_coding	4225
ENSG00000165660.7	FAM175B	protein_coding	2992
ENSG00000019995.6	ZRANB1	protein_coding	5993
ENSG00000175029.16	CTBP2	protein_coding	10946
ENSG00000107938.17	EDRF1	protein_coding	7741
ENSG00000188690.12	UROS	protein_coding	6643
ENSG00000107949.16	BCCIP	protein_coding	4498
ENSG00000089876.11	DHX32	protein_coding	3948
ENSG00000203780.10	FANK1	protein_coding	3384
ENSG00000148848.14	ADAM12	protein_coding	9860
ENSG00000154493.17	C10orf90	protein_coding	5255
ENSG00000188916.8	FAM196A	protein_coding	4407
ENSG00000150760.12	DOCK1	protein_coding	8142
ENSG00000186766.7	FOXI2	protein_coding	3217
ENSG00000180745.4	CLRN3	protein_coding	1152
ENSG00000132334.16	PTPRE	protein_coding	11235
ENSG00000148773.13	MKI67	protein_coding	12807
ENSG00000170430.9	MGMT	protein_coding	3557
ENSG00000108001.13	EBF3	protein_coding	4623
ENSG00000237489.3	LINC00959	protein_coding	3327
ENSG00000108010.11	GLRX3	protein_coding	5173
ENSG00000176769.9	TCERG1L	protein_coding	5258
ENSG00000175470.18	PPP2R2D	protein_coding	7756
ENSG00000176171.11	BNIP3	protein_coding	5325
ENSG00000188385.11	JAKMIP3	protein_coding	7608
ENSG00000151640.12	DPYSL4	protein_coding	3176
ENSG00000165752.16	STK32C	protein_coding	3543
ENSG00000148814.17	LRRC27	protein_coding	9910
ENSG00000171813.13	PWWP2B	protein_coding	2651
ENSG00000068383.18	INPP5A	protein_coding	3706
ENSG00000148826.8	NKX6-2	protein_coding	2675
ENSG00000171811.13	CFAP46	protein_coding	10698
ENSG00000197177.15	ADGRA1	protein_coding	6503
ENSG00000171798.17	KNDC1	protein_coding	7985
ENSG00000151650.7	VENTX	protein_coding	2911
ENSG00000151651.15	ADAM8	protein_coding	4780
ENSG00000130640.13	TUBGCP2	protein_coding	7697
ENSG00000198546.14	ZNF511	protein_coding	2728
ENSG00000130643.8	CALY	protein_coding	3010
ENSG00000283496.1	ZNF511-PRAP1	protein_coding	1044
ENSG00000165828.14	PRAP1	protein_coding	971
ENSG00000148803.11	FUOM	protein_coding	1284
ENSG00000127884.4	ECHS1	protein_coding	1617
ENSG00000148832.15	PAOX	protein_coding	2277
ENSG00000254536.1	RP11-108K14.8	protein_coding	1605
ENSG00000148824.18	MTG1	protein_coding	4095
ENSG00000203772.7	SPRN	protein_coding	3128
ENSG00000214279.13	SCART1	protein_coding	8015
ENSG00000130649.9	CYP2E1	protein_coding	9621
ENSG00000171772.15	SYCE1	protein_coding	4070
ENSG00000225899.7	FRG2B	protein_coding	2097
ENSG00000177951.17	BET1L	protein_coding	3868
ENSG00000177963.14	RIC8A	protein_coding	6685
ENSG00000142082.14	SIRT3	protein_coding	5202
ENSG00000185627.17	PSMD13	protein_coding	4767
ENSG00000174885.12	NLRP6	protein_coding	3207
ENSG00000142102.15	PGGHG	protein_coding	5260
ENSG00000206013.2	IFITM5	protein_coding	736
ENSG00000185201.16	IFITM2	protein_coding	1543
ENSG00000185885.15	IFITM1	protein_coding	1080
ENSG00000142089.15	IFITM3	protein_coding	1348
ENSG00000182272.11	B4GALNT4	protein_coding	3761
ENSG00000184363.9	PKP3	protein_coding	3787
ENSG00000185187.12	SIGIRR	protein_coding	3496
ENSG00000185101.12	ANO9	protein_coding	6207
ENSG00000174915.11	PTDSS2	protein_coding	6113
ENSG00000023191.16	RNH1	protein_coding	7374
ENSG00000174775.16	HRAS	protein_coding	1854
ENSG00000161328.10	LRRC56	protein_coding	2769
ENSG00000185522.8	LMNTD2	protein_coding	2934
ENSG00000099849.14	RASSF7	protein_coding	2492
ENSG00000070047.11	PHRF1	protein_coding	5769
ENSG00000185507.19	IRF7	protein_coding	2628
ENSG00000099834.18	CDHR5	protein_coding	3873
ENSG00000070031.3	SCT	protein_coding	366
ENSG00000069696.6	DRD4	protein_coding	1477
ENSG00000177042.14	TMEM80	protein_coding	4071
ENSG00000177030.16	DEAF1	protein_coding	4452
ENSG00000177106.14	EPS8L2	protein_coding	5693
ENSG00000177156.10	TALDO1	protein_coding	3005
ENSG00000177225.16	PDDC1	protein_coding	5510
ENSG00000184524.5	CEND1	protein_coding	1649
ENSG00000177542.10	SLC25A22	protein_coding	4647
ENSG00000274897.2	PANO1	protein_coding	1680
ENSG00000177595.17	PIDD1	protein_coding	5869
ENSG00000177600.8	RPLP2	protein_coding	1955
ENSG00000177666.16	PNPLA2	protein_coding	3843
ENSG00000177685.16	CRACR2B	protein_coding	3913
ENSG00000177697.17	CD151	protein_coding	3938
ENSG00000177700.5	POLR2L	protein_coding	1142
ENSG00000214063.10	TSPAN4	protein_coding	5841
ENSG00000177830.17	CHID1	protein_coding	5984
ENSG00000183020.13	AP2A2	protein_coding	9638
ENSG00000184956.15	MUC6	protein_coding	8428
ENSG00000215182.8	MUC5AC	protein_coding	17448
ENSG00000117983.17	MUC5B	protein_coding	18598
ENSG00000078902.15	TOLLIP	protein_coding	5983
ENSG00000174672.15	BRSK2	protein_coding	6903
ENSG00000182208.13	MOB2	protein_coding	4512
ENSG00000184545.10	DUSP8	protein_coding	4616
ENSG00000205869.2	KRTAP5-1	protein_coding	942
ENSG00000205867.3	KRTAP5-2	protein_coding	1118
ENSG00000244242.1	IFITM10	protein_coding	4784
ENSG00000250644.3	RP11-295K3.1	protein_coding	4807
ENSG00000117984.13	CTSD	protein_coding	3126
ENSG00000149043.16	SYT8	protein_coding	4704
ENSG00000130598.15	TNNI2	protein_coding	1082
ENSG00000283787.1	PRR33	protein_coding	3319
ENSG00000130592.15	LSP1	protein_coding	5399
ENSG00000130595.17	TNNT3	protein_coding	2783
ENSG00000214026.10	MRPL23	protein_coding	2975
ENSG00000167244.18	IGF2	protein_coding	6259
ENSG00000129965.13	INS-IGF2	protein_coding	2413
ENSG00000254647.6	INS	protein_coding	776
ENSG00000180176.14	TH	protein_coding	3243
ENSG00000183734.4	ASCL2	protein_coding	1852
ENSG00000110665.11	C11orf21	protein_coding	4199
ENSG00000064201.15	TSPAN32	protein_coding	3793
ENSG00000110651.11	CD81	protein_coding	7394
ENSG00000184281.14	TSSC4	protein_coding	2659
ENSG00000070985.13	TRPM5	protein_coding	3962
ENSG00000053918.15	KCNQ1	protein_coding	3971
ENSG00000129757.12	CDKN1C	protein_coding	2586
ENSG00000254827.5	SLC22A18AS	protein_coding	1782
ENSG00000110628.13	SLC22A18	protein_coding	5316
ENSG00000181649.5	PHLDA2	protein_coding	955
ENSG00000205531.12	NAP1L4	protein_coding	5200
ENSG00000110619.17	CARS	protein_coding	10037
ENSG00000021762.19	OSBPL5	protein_coding	7466
ENSG00000184350.9	MRGPRE	protein_coding	1409
ENSG00000005801.16	ZNF195	protein_coding	5709
ENSG00000167311.13	ART5	protein_coding	1691
ENSG00000129744.2	ART1	protein_coding	1467
ENSG00000129749.3	CHRNA10	protein_coding	2703
ENSG00000110713.15	NUP98	protein_coding	9905
ENSG00000148985.19	PGAP2	protein_coding	3781
ENSG00000177105.9	RHOG	protein_coding	1782
ENSG00000167323.11	STIM1	protein_coding	7130
ENSG00000167325.14	RRM1	protein_coding	4177
ENSG00000132109.9	TRIM21	protein_coding	1929
ENSG00000167333.12	TRIM68	protein_coding	4282
ENSG00000180785.8	OR51E1	protein_coding	3614
ENSG00000167332.7	OR51E2	protein_coding	2872
ENSG00000167346.7	MMP26	protein_coding	1308
ENSG00000244734.3	HBB	protein_coding	1179
ENSG00000223609.7	HBD	protein_coding	1062
ENSG00000213934.6	HBG1	protein_coding	808
ENSG00000213931.5	HBE1	protein_coding	928
ENSG00000175518.6	UBQLNL	protein_coding	2313
ENSG00000121236.20	TRIM6	protein_coding	3947
ENSG00000258659.6	TRIM34	protein_coding	2690
ENSG00000258588.3	TRIM6-TRIM34	protein_coding	3391
ENSG00000196565.13	HBG2	protein_coding	2027
ENSG00000132274.15	TRIM22	protein_coding	6020
ENSG00000181074.3	OR52N4	protein_coding	1037
ENSG00000180988.2	OR52N2	protein_coding	1035
ENSG00000132256.18	TRIM5	protein_coding	4804
ENSG00000184478.6	OR56A3	protein_coding	1022
ENSG00000051009.10	FAM160A2	protein_coding	4736
ENSG00000132259.12	CNGA4	protein_coding	2167
ENSG00000110148.9	CCKBR	protein_coding	2655
ENSG00000170955.9	PRKCDBP	protein_coding	1672
ENSG00000166311.9	SMPD1	protein_coding	2750
ENSG00000166313.18	APBB1	protein_coding	5244
ENSG00000110169.10	HPX	protein_coding	3631
ENSG00000110171.19	TRIM3	protein_coding	6751
ENSG00000132254.12	ARFIP2	protein_coding	5312
ENSG00000132286.11	TIMM10B	protein_coding	3041
ENSG00000283977.1	CTD-2010I16.2	protein_coding	884
ENSG00000179532.12	DNHD1	protein_coding	19629
ENSG00000132275.10	RRP8	protein_coding	6922
ENSG00000166333.13	ILK	protein_coding	3484
ENSG00000166337.9	TAF10	protein_coding	6103
ENSG00000166340.15	TPP1	protein_coding	4901
ENSG00000166341.7	DCHS1	protein_coding	10765
ENSG00000158042.8	MRPL17	protein_coding	2276
ENSG00000149054.15	ZNF215	protein_coding	5769
ENSG00000149050.9	ZNF214	protein_coding	2949
ENSG00000158077.4	NLRP14	protein_coding	3628
ENSG00000170743.16	SYT9	protein_coding	4727
ENSG00000183801.7	OLFML1	protein_coding	3436
ENSG00000166387.11	PPFIBP2	protein_coding	9617
ENSG00000166394.14	CYB5R2	protein_coding	8596
ENSG00000183378.11	OVCH2	protein_coding	2088
ENSG00000175390.13	EIF3F	protein_coding	9431
ENSG00000166402.8	TUB	protein_coding	6722
ENSG00000166405.14	RIC3	protein_coding	7657
ENSG00000166407.13	LMO1	protein_coding	1690
ENSG00000130413.15	STK33	protein_coding	7599
ENSG00000166436.15	TRIM66	protein_coding	10816
ENSG00000166441.12	RPL27A	protein_coding	7193
ENSG00000166444.18	ST5	protein_coding	14262
ENSG00000166452.11	AKIP1	protein_coding	2300
ENSG00000176029.13	C11orf16	protein_coding	2607
ENSG00000175348.10	TMEM9B	protein_coding	3064
ENSG00000175352.10	NRIP3	protein_coding	4123
ENSG00000175356.12	SCUBE2	protein_coding	7099
ENSG00000184014.7	DENND5A	protein_coding	8648
ENSG00000166471.10	TMEM41B	protein_coding	4422
ENSG00000205339.9	IPO7	protein_coding	7245
ENSG00000166478.9	ZNF143	protein_coding	4233
ENSG00000166483.10	WEE1	protein_coding	9239
ENSG00000133789.14	SWAP70	protein_coding	7190
ENSG00000133812.15	SBF2	protein_coding	16767
ENSG00000148926.9	ADM	protein_coding	2718
ENSG00000133805.15	AMPD3	protein_coding	6793
ENSG00000255823.4	MTRNR2L8	protein_coding	1303
ENSG00000110315.6	RNF141	protein_coding	7820
ENSG00000133800.8	LYVE1	protein_coding	3515
ENSG00000072952.18	MRVI1	protein_coding	7700
ENSG00000198730.7	CTR9	protein_coding	5562
ENSG00000110321.16	EIF4G2	protein_coding	8655
ENSG00000236287.7	ZBED5	protein_coding	9029
ENSG00000254598.2	CSNK2A3	protein_coding	1416
ENSG00000110328.5	GALNT18	protein_coding	3627
ENSG00000170242.17	USP47	protein_coding	11158
ENSG00000050165.17	DKK3	protein_coding	5059
ENSG00000133816.13	MICAL2	protein_coding	15809
ENSG00000133808.4	MICALCL	protein_coding	3448
ENSG00000197702.11	PARVA	protein_coding	8294
ENSG00000187079.16	TEAD1	protein_coding	10279
ENSG00000189431.7	RASSF10	protein_coding	2530
ENSG00000133794.17	ARNTL	protein_coding	6726
ENSG00000148925.10	BTBD10	protein_coding	3495
ENSG00000197601.12	FAR1	protein_coding	7501
ENSG00000262655.3	SPON1	protein_coding	5102
ENSG00000133818.13	RRAS2	protein_coding	3453
ENSG00000129083.12	COPB1	protein_coding	5131
ENSG00000256206.2	RP11-140L24.4	protein_coding	1221
ENSG00000129084.17	PSMA1	protein_coding	3301
ENSG00000152270.8	PDE3B	protein_coding	11707
ENSG00000186104.10	CYP2R1	protein_coding	4516
ENSG00000110680.12	CALCA	protein_coding	2128
ENSG00000175868.13	CALCB	protein_coding	3937
ENSG00000188487.11	INSC	protein_coding	3435
ENSG00000110693.17	SOX6	protein_coding	19636
ENSG00000110696.9	C11orf58	protein_coding	8675
ENSG00000166689.15	PLEKHA7	protein_coding	10987
ENSG00000110700.6	RPS13	protein_coding	2186
ENSG00000011405.13	PIK3C2A	protein_coding	9204
ENSG00000070081.15	NUCB2	protein_coding	8995
ENSG00000188211.8	NCR3LG1	protein_coding	6438
ENSG00000187486.5	KCNJ11	protein_coding	3204
ENSG00000006071.12	ABCC8	protein_coding	6778
ENSG00000006611.15	USH1C	protein_coding	4904
ENSG00000188162.10	OTOG	protein_coding	10709
ENSG00000129152.3	MYOD1	protein_coding	1801
ENSG00000129159.7	KCNC1	protein_coding	14417
ENSG00000129158.10	SERGEF	protein_coding	3502
ENSG00000129167.9	TPH1	protein_coding	5626
ENSG00000166788.9	SAAL1	protein_coding	3070
ENSG00000179826.6	MRGPRX3	protein_coding	1741
ENSG00000148965.9	SAA4	protein_coding	727
ENSG00000255071.3	SAA2-SAA4	protein_coding	743
ENSG00000134339.8	SAA2	protein_coding	2227
ENSG00000173432.10	SAA1	protein_coding	765
ENSG00000110756.17	HPS5	protein_coding	6433
ENSG00000110768.11	GTF2H1	protein_coding	6939
ENSG00000134333.13	LDHA	protein_coding	6210
ENSG00000166796.11	LDHC	protein_coding	2095
ENSG00000166800.9	LDHAL6A	protein_coding	2586
ENSG00000074319.12	TSG101	protein_coding	3839
ENSG00000151116.16	UEVLD	protein_coding	5515
ENSG00000247595.4	SPTY2D1-AS1	protein_coding	2283
ENSG00000179119.14	SPTY2D1	protein_coding	6005
ENSG00000151117.8	TMEM86A	protein_coding	4243
ENSG00000179057.13	IGSF22	protein_coding	4841
ENSG00000110786.17	PTPN5	protein_coding	5497
ENSG00000183695.2	MRGPRX2	protein_coding	2036
ENSG00000177054.13	ZDHHC13	protein_coding	7763
ENSG00000129170.8	CSRP3	protein_coding	1466
ENSG00000129173.12	E2F8	protein_coding	4140
ENSG00000166833.19	NAV2	protein_coding	14535
ENSG00000109854.13	HTATIP2	protein_coding	2797
ENSG00000185238.12	PRMT3	protein_coding	5467
ENSG00000165970.11	SLC6A5	protein_coding	7114
ENSG00000165973.18	NELL1	protein_coding	5309
ENSG00000171714.10	ANO5	protein_coding	6900
ENSG00000091664.7	SLC17A6	protein_coding	4219
ENSG00000183161.4	FANCF	protein_coding	4269
ENSG00000148935.10	GAS2	protein_coding	3529
ENSG00000198168.8	SVIP	protein_coding	5263
ENSG00000187398.11	LUZP2	protein_coding	8851
ENSG00000169550.12	MUC15	protein_coding	3356
ENSG00000134343.12	ANO3	protein_coding	7700
ENSG00000148942.14	SLC5A12	protein_coding	7544
ENSG00000176971.3	FIBIN	protein_coding	1938
ENSG00000129151.8	BBOX1	protein_coding	2464
ENSG00000109881.16	CCDC34	protein_coding	3733
ENSG00000205213.13	LGR4	protein_coding	6340
ENSG00000148943.11	LIN7C	protein_coding	4688
ENSG00000176697.18	BDNF	protein_coding	7740
ENSG00000121621.6	KIF18A	protein_coding	4668
ENSG00000169519.20	METTL15	protein_coding	7778
ENSG00000182255.6	KCNA4	protein_coding	4195
ENSG00000152219.4	ARL14EP	protein_coding	5465
ENSG00000066382.16	MPPED2	protein_coding	8197
ENSG00000170959.14	DCDC1	protein_coding	13160
ENSG00000170946.14	DNAJC24	protein_coding	7592
ENSG00000148950.9	IMMP1L	protein_coding	3901
ENSG00000109911.18	ELP4	protein_coding	27306
ENSG00000007372.21	PAX6	protein_coding	20812
ENSG00000049449.8	RCN1	protein_coding	7225
ENSG00000184937.13	WT1	protein_coding	4113
ENSG00000149100.12	EIF3M	protein_coding	7428
ENSG00000186714.12	CCDC73	protein_coding	7875
ENSG00000135378.3	PRRG4	protein_coding	5530
ENSG00000060749.14	QSER1	protein_coding	10537
ENSG00000121690.10	DEPDC7	protein_coding	3326
ENSG00000176148.15	TCP11L1	protein_coding	5370
ENSG00000176102.11	CSTF3	protein_coding	4517
ENSG00000110422.11	HIPK3	protein_coding	7958
ENSG00000110427.14	KIAA1549L	protein_coding	12318
ENSG00000205177.6	C11orf91	protein_coding	891
ENSG00000085063.14	CD59	protein_coding	4942
ENSG00000110429.13	FBXO3	protein_coding	12446
ENSG00000135363.11	LMO2	protein_coding	3109
ENSG00000135387.20	CAPRIN1	protein_coding	7689
ENSG00000135372.8	NAT10	protein_coding	5242
ENSG00000166016.5	ABTB2	protein_coding	4973
ENSG00000121691.4	CAT	protein_coding	3347
ENSG00000135374.9	ELF5	protein_coding	4494
ENSG00000135373.12	EHF	protein_coding	4386
ENSG00000149089.12	APIP	protein_coding	5337
ENSG00000110435.11	PDHX	protein_coding	3760
ENSG00000026508.17	CD44	protein_coding	10057
ENSG00000110436.11	SLC1A2	protein_coding	12331
ENSG00000149090.11	PAMR1	protein_coding	3863
ENSG00000179431.6	FJX1	protein_coding	2450
ENSG00000166326.6	TRIM44	protein_coding	13077
ENSG00000179241.12	LDLRAD3	protein_coding	4575
ENSG00000110442.11	COMMD9	protein_coding	6592
ENSG00000135362.13	PRR5L	protein_coding	6616
ENSG00000175104.14	TRAF6	protein_coding	4871
ENSG00000166349.9	RAG1	protein_coding	7815
ENSG00000175097.7	RAG2	protein_coding	3502
ENSG00000166352.15	C11orf74	protein_coding	1474
ENSG00000148948.7	LRRC4C	protein_coding	5356
ENSG00000166181.12	API5	protein_coding	4651
ENSG00000052841.14	TTC17	protein_coding	11284
ENSG00000149084.12	HSD17B12	protein_coding	7838
ENSG00000166199.12	ALKBH3	protein_coding	2372
ENSG00000187479.5	C11orf96	protein_coding	2373
ENSG00000110455.13	ACCS	protein_coding	5826
ENSG00000151348.13	EXT2	protein_coding	5286
ENSG00000052850.5	ALX4	protein_coding	5750
